gender,eye_color,hair_color,skin_tone,face_width,face_height,jaw_shape,chin_prominence,cheekbone_height,nose_size,nose_width,nose_bridge_width,nose_bridge_height,nostril_width,eye_distance,eye_size,eye_shape,eyebrow_thickness,eyebrow_arch,lip_thickness,mouth_width,philtrum_depth,hair_texture,hair_thickness,hairline_shape,freckling,tanning_ability,ear_size,earlobe_attachment,overall_confidence,sample_id
male,green,brown,very_light,wide,medium,square,prominent,medium,medium,medium,wide,high,medium,wide,large,hooded,medium,flat,very_full,medium,deep,straight,medium,widow_peak,some,never_burns,medium,attached,0.8248957042929679,SYNTH_006353
male,blue,black,light,narrow,long,square,medium,medium,large,wide,wide,high,wide,normal,medium,round,thick,high,full,medium,medium,wavy,medium,rounded,extensive,burns_easily,small,free,0.8419486726894592,SYNTH_006354
female,blue,brown,very_light,narrow,medium,square,prominent,medium,large,medium,wide,high,medium,wide,medium,hooded,medium,slight,very_full,narrow,deep,wavy,thick,widow_peak,none,never_burns,small,attached,0.8266271240571746,SYNTH_006355
male,blue,brown,very_light,medium,medium,square,medium,low,medium,medium,medium,high,medium,normal,medium,almond,thick,slight,full,medium,medium,wavy,fine,rounded,extensive,never_burns,small,free,0.8507281651063238,SYNTH_006356
male,green,black,light,wide,medium,square,medium,medium,large,wide,wide,high,medium,normal,large,almond,medium,slight,full,medium,deep,curly,thick,rounded,some,tans_gradually,medium,attached,0.8558851005603133,SYNTH_006357
male,green,brown,very_light,medium,medium,square,medium,medium,large,narrow,medium,high,wide,wide,large,hooded,medium,flat,full,medium,medium,straight,thick,rounded,some,tans_gradually,large,free,0.8429750782517946,SYNTH_006358
female,green,brown,very_light,medium,short,square,prominent,high,small,narrow,medium,medium,wide,wide,large,round,thick,high,full,medium,deep,wavy,medium,widow_peak,none,burns_easily,medium,attached,0.82901020600392,SYNTH_006359
male,green,blonde,light,narrow,long,square,receding,medium,large,medium,wide,high,wide,wide,large,round,thick,slight,full,wide,medium,wavy,fine,rounded,none,tans_gradually,large,free,0.8362053917705342,SYNTH_006360
male,blue,brown,very_light,medium,long,square,medium,medium,small,medium,narrow,medium,medium,wide,large,hooded,thick,high,full,wide,deep,straight,thick,rounded,some,tans_gradually,large,attached,0.7862255737332775,SYNTH_006361
male,brown,blonde,dark,medium,medium,square,prominent,medium,medium,medium,medium,medium,narrow,wide,large,almond,medium,slight,thin,narrow,medium,straight,medium,rounded,none,tans_gradually,medium,free,0.8063856764460734,SYNTH_006362
female,green,brown,very_light,wide,long,square,receding,low,medium,medium,wide,high,narrow,normal,medium,round,thin,high,very_full,medium,deep,wavy,medium,widow_peak,some,tans_gradually,large,free,0.8412309412925708,SYNTH_006363
male,blue,brown,very_light,narrow,medium,square,receding,high,large,medium,medium,medium,wide,close,large,almond,thick,high,thin,narrow,deep,straight,thick,rounded,some,burns_easily,medium,attached,0.8322175763073089,SYNTH_006364
female,green,brown,very_light,medium,short,oval,medium,high,medium,wide,wide,high,medium,normal,medium,round,thick,slight,full,wide,deep,wavy,medium,widow_peak,some,never_burns,large,attached,0.8360970322390265,SYNTH_006365
male,green,brown,very_light,wide,medium,square,medium,medium,small,wide,medium,high,medium,normal,medium,round,thick,slight,full,medium,medium,wavy,medium,straight,some,never_burns,medium,attached,0.8112163293107457,SYNTH_006366
male,blue,brown,light,medium,long,square,prominent,low,medium,medium,medium,medium,medium,normal,large,almond,thick,slight,full,narrow,deep,wavy,thick,rounded,none,tans_gradually,small,free,0.816122231850076,SYNTH_006367
male,green,brown,very_light,wide,medium,narrow,receding,medium,medium,wide,medium,medium,narrow,normal,large,round,medium,slight,very_full,narrow,deep,wavy,medium,widow_peak,some,never_burns,medium,free,0.8539339517461052,SYNTH_006368
male,green,black,very_light,wide,medium,square,prominent,medium,small,wide,wide,medium,medium,normal,medium,hooded,thick,flat,very_full,wide,deep,straight,medium,widow_peak,none,never_burns,medium,attached,0.8116242577970668,SYNTH_006369
female,blue,brown,light,medium,short,square,receding,medium,large,medium,wide,high,narrow,wide,medium,almond,medium,slight,thin,narrow,deep,straight,medium,widow_peak,some,tans_gradually,small,attached,0.8570451871696788,SYNTH_006370
male,blue,brown,very_light,medium,short,square,medium,low,large,medium,medium,medium,medium,normal,large,hooded,thick,slight,very_full,medium,deep,wavy,thick,straight,some,never_burns,medium,free,0.8429619471835669,SYNTH_006371
female,blue,brown,very_light,narrow,long,oval,medium,medium,medium,narrow,medium,high,medium,wide,medium,round,thick,flat,full,wide,deep,straight,thick,rounded,extensive,never_burns,medium,attached,0.8651461156453145,SYNTH_006372
female,brown,brown,dark,medium,short,oval,prominent,medium,medium,medium,medium,flat,wide,wide,medium,almond,thin,slight,full,medium,medium,curly,thick,widow_peak,some,tans_gradually,medium,free,0.8276000647256658,SYNTH_006373
female,green,brown,dark,medium,long,square,prominent,medium,large,medium,wide,medium,narrow,normal,large,round,thick,high,very_full,narrow,medium,straight,medium,widow_peak,extensive,never_burns,medium,free,0.8590868613425006,SYNTH_006374
male,blue,brown,light,medium,long,narrow,medium,high,small,wide,wide,medium,narrow,close,medium,round,medium,high,full,wide,deep,straight,thick,rounded,extensive,burns_easily,small,free,0.8634046876743785,SYNTH_006375
male,green,brown,very_light,narrow,medium,square,receding,medium,large,narrow,wide,high,wide,close,large,round,thick,flat,full,narrow,deep,wavy,medium,straight,some,tans_gradually,medium,free,0.8814140452313756,SYNTH_006376
female,blue,black,light,wide,long,square,medium,high,large,wide,medium,medium,narrow,wide,medium,round,medium,slight,very_full,wide,shallow,curly,thick,widow_peak,some,burns_easily,large,attached,0.8257708580092409,SYNTH_006377
male,blue,brown,light,medium,long,square,receding,medium,large,narrow,medium,high,wide,close,large,hooded,thick,flat,very_full,medium,deep,wavy,medium,rounded,none,tans_gradually,medium,attached,0.8260919483710067,SYNTH_006378
female,blue,brown,dark,narrow,medium,square,receding,low,large,narrow,wide,high,medium,normal,large,almond,medium,high,very_full,narrow,deep,straight,thick,straight,some,tans_gradually,small,free,0.8359246386548247,SYNTH_006379
male,blue,brown,light,medium,medium,square,medium,medium,large,medium,medium,medium,medium,wide,medium,round,medium,slight,full,medium,medium,straight,fine,widow_peak,extensive,tans_gradually,medium,free,0.8732675079279294,SYNTH_006380
female,green,brown,very_light,medium,medium,oval,prominent,low,large,wide,narrow,high,narrow,wide,medium,hooded,thick,high,full,narrow,deep,wavy,medium,rounded,none,tans_gradually,large,free,0.8130960285588661,SYNTH_006381
male,green,blonde,very_light,wide,long,narrow,prominent,medium,large,medium,narrow,medium,medium,wide,medium,almond,thin,high,full,narrow,deep,curly,medium,rounded,some,never_burns,medium,attached,0.8363984071860321,SYNTH_006382
female,brown,brown,light,medium,long,oval,prominent,medium,small,wide,medium,medium,medium,normal,large,round,medium,high,very_full,narrow,deep,wavy,fine,rounded,extensive,never_burns,large,attached,0.839278776607755,SYNTH_006383
female,green,black,very_light,medium,long,square,receding,high,small,narrow,wide,high,wide,close,small,hooded,thick,flat,very_full,narrow,deep,wavy,fine,rounded,some,burns_easily,medium,attached,0.8458531525584404,SYNTH_006384
female,green,black,light,medium,long,oval,medium,high,large,medium,medium,medium,medium,wide,medium,hooded,thin,slight,full,medium,medium,straight,thick,rounded,some,tans_gradually,large,free,0.9006948554957923,SYNTH_006385
male,blue,black,dark,narrow,long,square,prominent,medium,medium,narrow,medium,flat,narrow,close,large,almond,thin,slight,thin,medium,deep,wavy,fine,widow_peak,some,burns_easily,small,free,0.8015316961822571,SYNTH_006386
male,green,brown,very_light,medium,medium,oval,medium,medium,large,medium,wide,medium,wide,normal,medium,hooded,medium,slight,full,wide,deep,wavy,thick,widow_peak,some,tans_gradually,small,attached,0.827776073714691,SYNTH_006387
male,brown,brown,very_light,medium,medium,square,medium,medium,large,wide,medium,high,medium,close,large,round,medium,slight,full,wide,deep,wavy,medium,widow_peak,some,tans_gradually,medium,free,0.9127624953213516,SYNTH_006388
male,blue,brown,light,medium,medium,oval,medium,high,large,medium,medium,medium,medium,close,large,hooded,medium,slight,very_full,wide,deep,straight,thick,straight,some,never_burns,medium,attached,0.8470910473314024,SYNTH_006389
male,green,black,very_light,narrow,medium,square,medium,low,large,wide,medium,medium,wide,normal,large,round,medium,flat,full,medium,deep,wavy,medium,rounded,extensive,never_burns,large,attached,0.8651302680638315,SYNTH_006390
female,green,brown,very_light,medium,short,square,prominent,high,large,wide,wide,medium,wide,wide,medium,round,medium,high,full,wide,medium,wavy,thick,widow_peak,extensive,burns_easily,small,free,0.8547521790834993,SYNTH_006391
female,brown,brown,light,medium,medium,square,medium,medium,medium,medium,narrow,high,medium,wide,large,round,medium,slight,thin,narrow,deep,wavy,medium,widow_peak,some,tans_gradually,large,attached,0.8486468719797946,SYNTH_006392
female,brown,brown,light,medium,medium,square,medium,medium,large,narrow,medium,high,narrow,normal,large,hooded,thick,slight,full,medium,medium,wavy,thick,rounded,none,tans_gradually,medium,free,0.8898246637430663,SYNTH_006393
female,green,brown,very_light,medium,short,oval,medium,medium,medium,narrow,narrow,high,wide,wide,large,round,thick,flat,thin,medium,deep,straight,medium,rounded,some,never_burns,small,attached,0.90119496141313,SYNTH_006394
female,blue,brown,very_light,medium,medium,oval,medium,low,medium,medium,wide,high,medium,normal,large,round,thick,flat,very_full,medium,deep,curly,fine,rounded,none,tans_gradually,medium,attached,0.8615279984132443,SYNTH_006395
male,green,brown,very_light,wide,medium,square,medium,medium,large,wide,medium,high,medium,normal,medium,hooded,thick,high,very_full,medium,deep,wavy,fine,straight,some,tans_gradually,medium,free,0.8571863213549397,SYNTH_006396
female,blue,brown,light,medium,long,oval,prominent,medium,large,wide,wide,flat,wide,normal,large,round,medium,slight,full,medium,medium,straight,medium,rounded,extensive,burns_easily,small,attached,0.8695201459591945,SYNTH_006397
female,blue,brown,light,narrow,medium,square,prominent,high,medium,medium,wide,medium,medium,close,large,almond,medium,high,full,medium,deep,straight,medium,straight,none,never_burns,medium,attached,0.8124456456207966,SYNTH_006398
male,brown,brown,very_light,narrow,long,square,medium,low,medium,narrow,wide,high,medium,normal,small,round,medium,slight,very_full,narrow,deep,straight,medium,rounded,some,never_burns,large,attached,0.8364291466781298,SYNTH_006399
female,blue,brown,very_light,medium,medium,narrow,medium,medium,large,medium,medium,medium,medium,normal,medium,round,medium,flat,full,wide,deep,straight,medium,rounded,some,never_burns,medium,free,0.8650150307120602,SYNTH_006400
female,blue,black,light,medium,short,square,medium,medium,medium,medium,wide,medium,medium,normal,large,almond,thick,slight,full,wide,deep,wavy,fine,rounded,some,tans_gradually,medium,attached,0.8341438927288799,SYNTH_006401
male,green,brown,light,medium,medium,square,receding,medium,medium,medium,medium,high,medium,normal,medium,almond,thin,slight,full,medium,deep,wavy,thick,rounded,some,burns_easily,medium,free,0.8465473342276004,SYNTH_006402
male,blue,brown,very_light,medium,long,oval,prominent,high,large,medium,medium,high,narrow,normal,large,almond,thin,high,very_full,narrow,medium,straight,medium,straight,extensive,never_burns,medium,free,0.8767107414956546,SYNTH_006403
male,green,brown,very_light,narrow,short,narrow,receding,medium,large,wide,medium,high,medium,close,large,hooded,thick,slight,full,medium,medium,wavy,fine,rounded,some,tans_gradually,small,attached,0.8060482569049069,SYNTH_006404
male,green,brown,very_light,narrow,long,square,medium,medium,medium,wide,wide,medium,medium,wide,large,almond,medium,flat,thin,medium,deep,wavy,fine,rounded,some,tans_gradually,large,free,0.8177466842017563,SYNTH_006405
male,blue,brown,very_light,narrow,medium,oval,medium,low,large,wide,wide,medium,wide,normal,small,almond,thick,high,full,narrow,deep,curly,thick,rounded,some,tans_gradually,medium,free,0.8185563741215166,SYNTH_006406
female,green,brown,light,narrow,long,square,prominent,low,large,narrow,wide,medium,medium,normal,small,round,medium,high,very_full,medium,medium,curly,fine,widow_peak,none,tans_gradually,small,free,0.8266271240571746,SYNTH_006407
female,green,black,light,medium,long,square,medium,medium,large,wide,wide,medium,medium,normal,medium,round,medium,flat,very_full,narrow,medium,wavy,thick,rounded,some,never_burns,large,attached,0.8020985896062934,SYNTH_006408
male,blue,brown,very_light,narrow,short,square,medium,medium,large,narrow,medium,medium,medium,wide,small,round,thick,high,full,medium,deep,curly,medium,rounded,extensive,never_burns,small,attached,0.834402785814101,SYNTH_006409
male,blue,blonde,light,medium,medium,square,medium,medium,large,medium,wide,medium,wide,normal,small,round,medium,high,full,medium,medium,wavy,medium,rounded,some,never_burns,medium,attached,0.8515604265080414,SYNTH_006410
male,blue,brown,light,medium,medium,square,medium,medium,large,wide,medium,high,wide,close,large,hooded,thick,flat,full,narrow,medium,curly,fine,widow_peak,some,tans_gradually,large,free,0.8712395743457003,SYNTH_006411
male,green,brown,very_light,medium,short,square,receding,medium,medium,narrow,narrow,high,medium,wide,medium,almond,medium,high,full,wide,deep,straight,fine,widow_peak,extensive,tans_gradually,large,free,0.8526477501024524,SYNTH_006412
female,blue,black,very_light,medium,medium,square,medium,medium,large,medium,wide,flat,wide,normal,large,round,thick,slight,thin,medium,deep,wavy,thick,rounded,some,never_burns,large,attached,0.8054999501505111,SYNTH_006413
female,blue,brown,very_light,narrow,long,square,prominent,medium,medium,medium,medium,high,wide,normal,large,round,thick,high,very_full,medium,deep,straight,medium,rounded,extensive,burns_easily,medium,free,0.8324115665481376,SYNTH_006414
female,blue,brown,light,medium,medium,square,medium,medium,medium,medium,medium,high,wide,close,large,hooded,thick,slight,full,medium,deep,straight,thick,widow_peak,some,tans_gradually,small,free,0.8642521118855397,SYNTH_006415
female,blue,brown,very_light,medium,medium,oval,medium,low,medium,wide,wide,medium,wide,wide,large,round,medium,slight,thin,medium,deep,wavy,thick,widow_peak,some,never_burns,large,attached,0.8229655501379896,SYNTH_006416
male,blue,black,light,medium,long,square,medium,medium,large,medium,wide,high,wide,wide,large,round,medium,slight,very_full,medium,deep,wavy,thick,rounded,extensive,tans_gradually,small,free,0.8470241127457941,SYNTH_006417
male,green,brown,very_light,wide,medium,square,medium,low,large,medium,wide,medium,narrow,wide,large,almond,thick,flat,thin,medium,deep,wavy,medium,rounded,some,never_burns,medium,attached,0.8366150133745353,SYNTH_006418
male,green,black,light,medium,medium,oval,medium,medium,medium,medium,wide,high,narrow,wide,large,round,medium,high,thin,wide,deep,wavy,thick,widow_peak,some,tans_gradually,large,attached,0.8380084492250152,SYNTH_006419
female,green,brown,light,medium,medium,square,receding,high,medium,narrow,wide,high,wide,normal,medium,round,medium,high,very_full,medium,medium,wavy,medium,widow_peak,some,burns_easily,medium,attached,0.8467070106167851,SYNTH_006420
female,green,black,very_light,medium,short,square,medium,low,large,medium,wide,medium,narrow,wide,small,round,medium,flat,full,medium,deep,wavy,thick,rounded,some,burns_easily,small,free,0.7996299864042993,SYNTH_006421
male,green,brown,very_light,medium,medium,square,medium,high,medium,wide,wide,flat,medium,normal,medium,almond,medium,high,full,narrow,deep,straight,medium,widow_peak,extensive,tans_gradually,medium,free,0.8361034660862099,SYNTH_006422
female,green,brown,very_light,narrow,medium,square,medium,high,small,wide,narrow,medium,medium,close,medium,round,thin,slight,full,wide,deep,straight,thick,rounded,some,tans_gradually,medium,attached,0.8195219026970537,SYNTH_006423
female,blue,brown,light,wide,short,square,prominent,high,large,medium,narrow,high,wide,normal,medium,round,thick,high,full,narrow,deep,curly,thick,rounded,some,burns_easily,medium,free,0.8249358876192353,SYNTH_006424
male,green,brown,light,narrow,short,oval,receding,low,large,narrow,wide,flat,medium,close,medium,almond,thin,high,very_full,medium,deep,wavy,thick,rounded,some,tans_gradually,medium,free,0.8168935786401582,SYNTH_006425
male,green,brown,very_light,wide,medium,square,receding,medium,medium,wide,wide,high,narrow,close,medium,hooded,thin,high,very_full,medium,deep,straight,medium,straight,extensive,never_burns,medium,free,0.8547097006421548,SYNTH_006426
female,green,brown,very_light,medium,short,narrow,prominent,low,small,wide,wide,high,medium,close,small,round,thick,high,full,narrow,deep,wavy,medium,widow_peak,extensive,tans_gradually,medium,attached,0.8589093097351449,SYNTH_006427
male,green,brown,very_light,narrow,medium,square,receding,medium,medium,medium,narrow,high,medium,normal,large,almond,thin,high,full,medium,deep,wavy,fine,widow_peak,extensive,tans_gradually,large,attached,0.8508718468351156,SYNTH_006428
female,green,brown,very_light,medium,medium,square,prominent,low,large,medium,medium,high,wide,normal,large,hooded,thin,slight,full,medium,medium,straight,medium,widow_peak,none,burns_easily,large,attached,0.8393413843370704,SYNTH_006429
female,blue,brown,very_light,medium,short,square,medium,medium,small,medium,wide,medium,medium,normal,large,round,thick,slight,full,medium,medium,wavy,medium,rounded,extensive,tans_gradually,medium,free,0.8830179058516295,SYNTH_006430
female,green,brown,very_light,medium,long,square,medium,low,medium,wide,wide,flat,medium,normal,large,hooded,medium,slight,very_full,medium,medium,straight,medium,straight,extensive,tans_gradually,medium,attached,0.8507095784366833,SYNTH_006431
female,blue,black,very_light,wide,long,square,receding,medium,medium,wide,medium,high,medium,wide,medium,almond,medium,high,very_full,wide,medium,straight,thick,widow_peak,some,tans_gradually,medium,attached,0.8382971069770037,SYNTH_006432
female,brown,brown,very_light,medium,medium,square,prominent,medium,medium,narrow,medium,medium,wide,wide,medium,hooded,medium,high,full,wide,medium,wavy,fine,rounded,some,never_burns,large,free,0.8746033066321494,SYNTH_006433
male,green,brown,very_light,medium,medium,square,medium,low,small,medium,wide,medium,medium,normal,large,round,medium,high,full,medium,shallow,wavy,medium,widow_peak,some,never_burns,small,free,0.8185942589122671,SYNTH_006434
female,brown,brown,light,narrow,medium,oval,prominent,medium,medium,narrow,wide,medium,narrow,wide,large,almond,medium,slight,full,medium,deep,curly,fine,widow_peak,none,never_burns,small,free,0.8168313847840534,SYNTH_006435
female,blue,brown,very_light,medium,medium,square,medium,high,medium,medium,narrow,high,medium,wide,large,round,medium,slight,full,medium,medium,straight,medium,rounded,extensive,tans_gradually,large,free,0.913177787330382,SYNTH_006436
male,green,brown,light,narrow,short,oval,prominent,high,medium,medium,wide,high,wide,close,large,almond,thick,flat,very_full,medium,deep,wavy,medium,widow_peak,extensive,burns_easily,medium,free,0.7868110538269544,SYNTH_006437
male,blue,brown,light,medium,medium,square,medium,medium,medium,wide,wide,high,narrow,close,large,round,thick,high,full,wide,deep,curly,fine,widow_peak,none,tans_gradually,medium,attached,0.8538072689188184,SYNTH_006438
female,green,brown,very_light,medium,short,square,receding,medium,large,wide,medium,high,wide,normal,medium,almond,thick,slight,full,narrow,deep,curly,medium,widow_peak,some,tans_gradually,small,free,0.8159838100735427,SYNTH_006439
female,green,brown,light,narrow,short,square,prominent,medium,large,narrow,narrow,medium,medium,wide,medium,almond,thick,slight,thin,wide,deep,curly,medium,rounded,some,burns_easily,large,free,0.8527012115758573,SYNTH_006440
male,blue,brown,very_light,medium,long,square,receding,low,medium,medium,medium,medium,medium,wide,medium,round,medium,slight,full,medium,deep,wavy,medium,widow_peak,extensive,tans_gradually,medium,free,0.8913663305072156,SYNTH_006441
male,blue,black,very_light,wide,short,square,receding,low,medium,wide,medium,high,wide,wide,large,almond,medium,slight,full,wide,deep,wavy,thick,rounded,extensive,never_burns,medium,free,0.846773486179378,SYNTH_006442
female,brown,brown,very_light,medium,medium,oval,receding,low,large,wide,medium,high,wide,wide,medium,round,medium,slight,full,medium,medium,curly,medium,rounded,some,burns_easily,large,free,0.8812719328003441,SYNTH_006443
male,green,brown,light,wide,long,square,prominent,high,large,wide,wide,flat,wide,normal,large,hooded,medium,slight,full,wide,deep,wavy,medium,straight,some,tans_gradually,medium,free,0.8387206121459789,SYNTH_006444
male,green,auburn,very_light,medium,short,oval,medium,high,small,medium,wide,medium,medium,wide,large,almond,thick,slight,full,medium,medium,wavy,fine,rounded,some,tans_gradually,medium,free,0.8614020715031439,SYNTH_006445
female,green,brown,very_light,wide,medium,square,medium,medium,large,wide,wide,medium,medium,normal,medium,round,medium,slight,full,wide,medium,straight,medium,widow_peak,none,tans_gradually,medium,free,0.8895722010845887,SYNTH_006446
female,blue,brown,light,wide,medium,square,prominent,medium,medium,wide,medium,flat,wide,close,large,almond,thin,slight,full,medium,deep,straight,medium,widow_peak,none,tans_gradually,large,attached,0.8248711386946319,SYNTH_006447
female,green,brown,very_light,wide,medium,square,medium,high,medium,narrow,medium,medium,medium,normal,large,round,medium,high,full,wide,medium,wavy,thick,widow_peak,some,tans_gradually,small,attached,0.8913266096244034,SYNTH_006448
male,brown,brown,very_light,wide,long,square,prominent,medium,large,wide,wide,flat,medium,close,medium,round,medium,slight,full,medium,deep,straight,medium,rounded,some,burns_easily,medium,free,0.8066337369985837,SYNTH_006449
female,green,brown,very_light,wide,long,square,medium,low,large,medium,medium,high,medium,normal,large,round,medium,slight,full,narrow,deep,wavy,thick,widow_peak,extensive,tans_gradually,medium,attached,0.85638536039744,SYNTH_006450
female,blue,brown,very_light,medium,medium,square,medium,medium,large,wide,wide,medium,wide,close,small,almond,thick,slight,full,medium,deep,curly,medium,widow_peak,some,burns_easily,large,free,0.8323222486047583,SYNTH_006451
female,green,black,very_light,wide,long,square,medium,medium,small,medium,medium,flat,narrow,wide,medium,round,thick,slight,very_full,wide,shallow,curly,medium,widow_peak,some,never_burns,large,free,0.8400345467151827,SYNTH_006452
female,green,red,light,wide,medium,square,receding,medium,medium,medium,medium,flat,medium,normal,medium,almond,medium,flat,very_full,narrow,deep,wavy,medium,rounded,some,never_burns,large,free,0.8422061770761389,SYNTH_006453
male,green,blonde,light,medium,medium,square,medium,low,medium,wide,wide,flat,narrow,wide,large,almond,medium,high,full,medium,deep,wavy,thick,rounded,extensive,never_burns,medium,free,0.8393155285488578,SYNTH_006454
male,blue,blonde,very_light,wide,medium,oval,receding,low,medium,narrow,narrow,high,medium,normal,small,almond,medium,slight,full,narrow,medium,curly,thick,rounded,some,burns_easily,medium,free,0.8339605434761358,SYNTH_006455
male,green,brown,dark,medium,medium,square,medium,high,small,medium,medium,high,narrow,normal,medium,almond,thick,slight,full,wide,deep,wavy,fine,rounded,extensive,burns_easily,small,attached,0.8367734440395603,SYNTH_006456
male,green,brown,very_light,medium,medium,oval,receding,low,large,wide,medium,high,wide,normal,medium,almond,medium,slight,full,medium,deep,wavy,medium,rounded,extensive,tans_gradually,large,attached,0.8778621367675973,SYNTH_006457
female,green,brown,very_light,medium,short,oval,prominent,medium,medium,medium,narrow,high,wide,wide,large,round,medium,flat,full,medium,deep,curly,thick,rounded,none,tans_gradually,small,attached,0.8133985732962684,SYNTH_006458
male,blue,brown,very_light,wide,short,square,receding,high,large,medium,medium,high,medium,normal,medium,round,medium,slight,full,medium,deep,wavy,medium,straight,some,tans_gradually,large,free,0.832916266116069,SYNTH_006459
female,green,brown,very_light,medium,short,square,medium,high,large,narrow,medium,high,medium,normal,large,almond,thick,slight,very_full,medium,deep,straight,medium,rounded,extensive,tans_gradually,medium,free,0.8170347128254193,SYNTH_006460
female,blue,brown,dark,wide,long,square,prominent,medium,medium,wide,medium,medium,medium,normal,medium,hooded,thick,slight,full,medium,deep,straight,medium,rounded,some,tans_gradually,small,free,0.8559551990526969,SYNTH_006461
female,blue,brown,very_light,wide,short,square,medium,low,large,narrow,wide,high,medium,wide,medium,almond,thick,flat,very_full,wide,deep,wavy,medium,rounded,none,never_burns,medium,attached,0.8623884408181217,SYNTH_006462
male,blue,brown,dark,wide,short,square,medium,low,medium,medium,medium,medium,wide,normal,large,hooded,medium,high,thin,medium,deep,wavy,thick,widow_peak,extensive,burns_easily,medium,attached,0.8446203405589577,SYNTH_006463
male,blue,blonde,light,medium,medium,square,medium,medium,large,narrow,medium,flat,medium,wide,large,round,medium,slight,full,medium,deep,straight,medium,widow_peak,some,never_burns,small,free,0.7905126605730576,SYNTH_006464
male,green,brown,very_light,medium,short,square,prominent,low,large,medium,medium,high,medium,normal,small,round,thick,slight,very_full,wide,deep,wavy,thick,rounded,none,never_burns,medium,attached,0.8952565204629793,SYNTH_006465
male,green,black,very_light,narrow,short,square,receding,medium,large,medium,medium,high,wide,normal,medium,round,medium,slight,full,medium,deep,straight,medium,straight,none,tans_gradually,medium,free,0.8659174624353968,SYNTH_006466
male,green,black,light,medium,short,square,medium,medium,large,medium,medium,high,wide,normal,medium,almond,thick,high,very_full,medium,medium,straight,medium,widow_peak,some,burns_easily,medium,attached,0.821658049415969,SYNTH_006467
male,blue,brown,very_light,narrow,long,square,medium,medium,medium,medium,medium,high,medium,close,large,almond,medium,slight,full,medium,deep,straight,medium,widow_peak,some,never_burns,medium,free,0.8237183102584311,SYNTH_006468
male,green,brown,very_light,medium,short,oval,prominent,medium,medium,medium,wide,medium,narrow,close,medium,almond,medium,slight,very_full,medium,medium,wavy,medium,rounded,extensive,tans_gradually,large,free,0.849575080137141,SYNTH_006469
male,brown,brown,very_light,narrow,long,square,medium,medium,large,medium,wide,medium,medium,normal,medium,hooded,medium,slight,very_full,narrow,medium,curly,fine,rounded,some,burns_easily,medium,attached,0.8525200890293952,SYNTH_006470
female,brown,blonde,light,wide,long,oval,medium,high,large,wide,medium,medium,narrow,normal,medium,round,thin,slight,very_full,medium,deep,wavy,medium,straight,extensive,tans_gradually,medium,attached,0.8470614776297015,SYNTH_006471
female,blue,brown,dark,wide,medium,square,prominent,high,medium,wide,medium,medium,medium,wide,large,round,thin,slight,thin,wide,deep,curly,medium,rounded,some,never_burns,medium,free,0.8056858168469164,SYNTH_006472
female,green,brown,very_light,wide,medium,square,medium,high,medium,medium,narrow,high,medium,normal,large,hooded,thick,slight,full,medium,deep,straight,medium,rounded,none,tans_gradually,medium,free,0.8522006917853091,SYNTH_006473
female,green,black,dark,medium,medium,oval,prominent,medium,large,medium,wide,high,wide,normal,large,almond,medium,slight,very_full,medium,deep,wavy,thick,straight,extensive,tans_gradually,large,free,0.8413794841503458,SYNTH_006474
male,green,brown,very_light,wide,long,oval,medium,medium,large,narrow,medium,high,medium,normal,large,almond,thick,high,full,wide,deep,wavy,thick,rounded,some,never_burns,large,attached,0.8330859917572601,SYNTH_006475
male,green,brown,very_light,wide,medium,square,medium,medium,medium,medium,wide,medium,medium,normal,medium,round,medium,slight,very_full,medium,shallow,straight,fine,widow_peak,some,burns_easily,large,free,0.8083901772796142,SYNTH_006476
female,green,brown,light,medium,medium,oval,receding,high,medium,wide,medium,high,narrow,wide,large,almond,thin,flat,full,medium,deep,wavy,medium,rounded,none,tans_gradually,medium,free,0.8620706238172035,SYNTH_006477
male,blue,brown,very_light,medium,short,oval,medium,high,large,medium,medium,medium,medium,close,medium,round,thin,high,very_full,medium,deep,wavy,medium,widow_peak,none,tans_gradually,medium,free,0.8341653388861573,SYNTH_006478
female,green,blonde,very_light,narrow,long,oval,prominent,medium,medium,wide,medium,medium,wide,normal,large,round,medium,slight,full,medium,deep,straight,fine,straight,some,burns_easily,large,attached,0.8461774410313793,SYNTH_006479
male,blue,brown,very_light,medium,medium,oval,receding,low,large,wide,narrow,high,narrow,close,large,almond,thin,high,thin,medium,medium,straight,medium,rounded,none,burns_easily,medium,attached,0.8317731859331762,SYNTH_006480
female,blue,brown,light,wide,long,square,medium,high,medium,medium,medium,high,medium,normal,medium,almond,thick,flat,thin,medium,medium,wavy,fine,widow_peak,some,tans_gradually,medium,free,0.8460236341168178,SYNTH_006481
female,green,brown,very_light,wide,long,oval,prominent,medium,medium,medium,wide,medium,wide,normal,medium,almond,thin,flat,thin,wide,deep,wavy,medium,widow_peak,extensive,burns_easily,small,free,0.8515927387183396,SYNTH_006482
female,brown,brown,light,wide,medium,oval,medium,medium,medium,wide,wide,medium,wide,normal,large,round,thick,slight,thin,medium,deep,wavy,medium,rounded,some,never_burns,medium,attached,0.8348574443483849,SYNTH_006483
female,blue,black,light,medium,short,oval,prominent,high,large,wide,wide,medium,wide,wide,medium,almond,thin,high,very_full,wide,medium,wavy,thick,widow_peak,extensive,burns_easily,large,free,0.8200886045764636,SYNTH_006484
