sex,eye_color,hair_color,skin_tone,face_width,face_height,jaw_shape,chin_prominence,cheekbone_height,nose_size,nose_width,nose_bridge_width,nose_bridge_height,nostril_width,eye_distance,eye_size,eye_shape,eyebrow_thickness,eyebrow_arch,lip_thickness,mouth_width,philtrum_depth,hair_texture,hair_thickness,hairline_shape,freckling,tanning_ability,ear_size,earlobe_attachment,overall_confidence,sample_id
male,blue,brown,very_light,wide,long,square,medium,high,medium,medium,medium,medium,medium,normal,small,hooded,medium,flat,thin,medium,medium,wavy,fine,straight,none,tans_gradually,large,attached,0.8293297947926322,SYNTH_006146
female,green,brown,very_light,medium,medium,oval,prominent,medium,medium,wide,medium,high,medium,normal,medium,almond,medium,flat,very_full,wide,medium,curly,thick,rounded,some,tans_gradually,medium,free,0.838336725930711,SYNTH_006147
male,blue,brown,very_light,wide,medium,narrow,medium,medium,medium,narrow,narrow,high,wide,wide,large,round,thick,flat,very_full,wide,shallow,wavy,medium,straight,some,tans_gradually,medium,free,0.8516152116916322,SYNTH_006148
female,blue,brown,very_light,medium,medium,oval,medium,medium,medium,wide,medium,high,wide,normal,medium,almond,thick,high,thin,medium,shallow,wavy,medium,widow_peak,some,burns_easily,large,free,0.8621940367040823,SYNTH_006149
male,blue,brown,very_light,wide,short,square,receding,medium,small,medium,medium,medium,medium,normal,medium,almond,thick,flat,full,wide,shallow,straight,medium,straight,some,tans_gradually,large,attached,0.8808461735615687,SYNTH_006150
male,blue,black,dark,medium,short,oval,medium,medium,medium,medium,medium,flat,wide,normal,medium,round,thick,slight,full,wide,medium,straight,thick,rounded,none,tans_gradually,medium,free,0.8027090902167939,SYNTH_006151
male,blue,brown,light,wide,short,square,medium,low,medium,medium,wide,medium,wide,wide,medium,round,thick,high,very_full,wide,deep,curly,medium,straight,some,tans_gradually,large,free,0.8406507663009574,SYNTH_006152
male,blue,brown,very_light,wide,medium,square,prominent,high,medium,medium,medium,medium,narrow,wide,large,round,thick,slight,very_full,wide,deep,wavy,fine,widow_peak,none,never_burns,large,free,0.8405187783716073,SYNTH_006153
female,blue,black,very_light,medium,long,narrow,prominent,high,small,medium,wide,medium,medium,wide,medium,round,medium,flat,thin,medium,shallow,straight,fine,rounded,extensive,tans_gradually,medium,attached,0.8539484031040793,SYNTH_006154
male,green,blonde,very_light,wide,long,oval,medium,low,medium,medium,medium,medium,medium,wide,small,almond,thick,high,very_full,wide,shallow,straight,thick,straight,some,burns_easily,large,free,0.8529801621198146,SYNTH_006155
female,green,brown,very_light,wide,long,square,prominent,low,small,medium,narrow,medium,wide,wide,large,round,medium,high,full,wide,medium,straight,medium,rounded,some,never_burns,large,attached,0.8530480749511934,SYNTH_006156
female,blue,brown,light,wide,medium,square,medium,medium,small,medium,wide,high,narrow,normal,medium,hooded,thick,flat,very_full,medium,shallow,straight,medium,widow_peak,some,tans_gradually,large,free,0.8669213341406118,SYNTH_006157
male,blue,blonde,very_light,medium,long,square,medium,high,medium,narrow,medium,flat,wide,normal,small,almond,thick,slight,very_full,wide,deep,wavy,thick,rounded,none,burns_easily,small,attached,0.863582167452499,SYNTH_006158
male,blue,brown,very_light,wide,medium,square,medium,high,medium,narrow,medium,medium,medium,wide,large,almond,thick,high,very_full,wide,shallow,wavy,fine,rounded,some,never_burns,large,free,0.796652695401617,SYNTH_006159
male,blue,brown,light,wide,medium,square,prominent,medium,medium,narrow,medium,high,medium,wide,large,round,thick,high,thin,wide,medium,wavy,medium,straight,some,burns_easily,large,attached,0.8555462923206052,SYNTH_006160
male,blue,brown,very_light,medium,short,oval,medium,high,large,medium,narrow,medium,medium,normal,large,round,thick,high,very_full,wide,medium,wavy,thick,widow_peak,some,tans_gradually,small,free,0.8734306567475556,SYNTH_006161
female,blue,brown,very_light,medium,long,oval,medium,high,medium,wide,wide,medium,narrow,wide,medium,hooded,thick,high,thin,wide,shallow,straight,medium,rounded,extensive,tans_gradually,large,free,0.8245048198579569,SYNTH_006162
female,green,black,dark,medium,short,narrow,medium,low,small,medium,wide,medium,medium,normal,large,almond,medium,slight,full,wide,shallow,wavy,medium,rounded,some,burns_easily,medium,free,0.8631220498963629,SYNTH_006163
female,blue,brown,dark,wide,medium,square,medium,medium,medium,narrow,medium,medium,medium,wide,large,hooded,thick,slight,very_full,wide,medium,curly,medium,rounded,extensive,tans_gradually,large,attached,0.8670857061094951,SYNTH_006164
female,blue,brown,light,medium,short,square,prominent,low,small,medium,medium,medium,wide,wide,small,almond,thick,slight,full,wide,deep,straight,thick,straight,some,never_burns,large,attached,0.8395913261314469,SYNTH_006165
male,green,brown,very_light,wide,short,oval,prominent,high,medium,narrow,narrow,medium,medium,wide,large,almond,thick,slight,full,wide,medium,curly,thick,rounded,extensive,burns_easily,large,free,0.8378348858504167,SYNTH_006166
female,blue,black,very_light,wide,medium,oval,medium,medium,medium,narrow,wide,high,narrow,wide,large,round,thick,slight,very_full,wide,medium,wavy,thick,rounded,some,tans_gradually,medium,attached,0.8652054910590595,SYNTH_006167
female,blue,brown,light,wide,short,oval,medium,high,large,wide,narrow,flat,narrow,wide,large,round,thick,high,full,wide,deep,wavy,fine,straight,some,burns_easily,small,free,0.8494022282140118,SYNTH_006168
male,blue,black,very_light,wide,long,square,medium,medium,small,narrow,medium,medium,wide,wide,medium,round,thick,high,full,wide,shallow,wavy,medium,straight,some,tans_gradually,medium,free,0.8028523279725056,SYNTH_006169
male,blue,black,very_light,wide,medium,oval,medium,medium,medium,wide,wide,flat,medium,wide,medium,almond,thin,high,full,medium,medium,curly,medium,rounded,some,tans_gradually,large,free,0.8261793542885618,SYNTH_006170
male,green,brown,very_light,medium,medium,oval,medium,low,large,wide,narrow,flat,medium,wide,medium,almond,thick,slight,very_full,wide,deep,straight,medium,rounded,some,tans_gradually,medium,free,0.826947277218447,SYNTH_006171
male,blue,brown,light,medium,medium,square,medium,low,large,wide,narrow,medium,narrow,close,large,round,thick,slight,full,medium,shallow,curly,fine,straight,extensive,tans_gradually,large,free,0.8967753633167168,SYNTH_006172
male,green,black,light,wide,medium,oval,receding,medium,small,medium,medium,flat,medium,normal,small,round,thick,flat,very_full,wide,deep,wavy,thick,rounded,extensive,tans_gradually,medium,attached,0.8860478750470122,SYNTH_006173
female,green,brown,very_light,wide,long,square,medium,medium,large,wide,narrow,medium,medium,wide,medium,round,thick,slight,full,wide,medium,curly,medium,rounded,some,tans_gradually,large,free,0.8993223014300298,SYNTH_006174
male,blue,black,light,medium,medium,square,medium,medium,medium,narrow,narrow,medium,wide,wide,large,hooded,thick,flat,very_full,wide,deep,curly,medium,widow_peak,extensive,burns_easily,small,free,0.8380148755472311,SYNTH_006175
female,blue,brown,very_light,wide,short,oval,medium,medium,small,medium,narrow,medium,medium,wide,medium,hooded,medium,slight,very_full,wide,medium,wavy,medium,widow_peak,none,tans_gradually,medium,attached,0.8434461788399912,SYNTH_006176
male,blue,brown,dark,medium,long,square,receding,high,medium,medium,medium,high,medium,close,medium,round,thick,high,full,wide,shallow,wavy,thick,rounded,extensive,tans_gradually,medium,attached,0.8704959871605995,SYNTH_006177
male,green,brown,light,wide,short,square,medium,medium,large,wide,medium,high,narrow,wide,small,round,medium,slight,thin,narrow,medium,wavy,medium,widow_peak,some,burns_easily,small,attached,0.8245691583297896,SYNTH_006178
female,green,brown,very_light,medium,medium,narrow,medium,low,large,medium,medium,high,medium,wide,large,round,thick,high,full,wide,medium,curly,fine,widow_peak,some,burns_easily,large,attached,0.8723021750015464,SYNTH_006179
female,blue,black,light,medium,short,square,medium,medium,small,medium,wide,medium,medium,normal,large,round,medium,slight,full,medium,medium,straight,medium,rounded,none,never_burns,large,free,0.8192596541604308,SYNTH_006180
male,blue,brown,light,medium,short,square,medium,medium,large,wide,wide,medium,wide,wide,large,hooded,medium,high,full,wide,medium,wavy,medium,straight,extensive,tans_gradually,large,attached,0.8785908546169855,SYNTH_006181
female,blue,brown,light,wide,short,square,prominent,medium,small,medium,medium,high,narrow,wide,medium,round,medium,flat,full,wide,medium,wavy,medium,rounded,some,tans_gradually,medium,attached,0.8803541911886544,SYNTH_006182
male,green,black,very_light,medium,medium,oval,medium,high,large,medium,medium,medium,wide,wide,medium,almond,thick,slight,full,wide,medium,wavy,thick,widow_peak,extensive,never_burns,large,free,0.8321696689439818,SYNTH_006183
male,blue,brown,very_light,wide,medium,square,medium,high,small,medium,medium,medium,wide,wide,medium,almond,thick,flat,very_full,wide,medium,curly,medium,rounded,none,burns_easily,large,attached,0.8437122616895821,SYNTH_006184
female,blue,brown,very_light,medium,long,square,medium,high,medium,wide,wide,medium,wide,wide,small,round,medium,slight,very_full,wide,shallow,straight,thick,straight,extensive,never_burns,large,free,0.8523120202585259,SYNTH_006185
male,blue,brown,light,wide,medium,square,medium,medium,small,medium,narrow,medium,medium,wide,medium,hooded,thick,slight,thin,wide,deep,wavy,medium,widow_peak,some,tans_gradually,large,attached,0.8669835279967169,SYNTH_006186
male,blue,brown,light,medium,medium,square,prominent,high,small,medium,wide,medium,medium,normal,large,hooded,thick,high,full,medium,deep,straight,fine,rounded,some,burns_easily,medium,attached,0.8941370310530917,SYNTH_006187
female,blue,brown,light,medium,long,narrow,receding,low,large,narrow,narrow,medium,medium,wide,small,hooded,thick,high,very_full,wide,medium,curly,thick,rounded,none,burns_easily,large,attached,0.8309828386002429,SYNTH_006188
female,blue,brown,very_light,medium,medium,square,receding,high,medium,medium,medium,high,medium,wide,medium,round,thick,slight,full,wide,medium,wavy,fine,rounded,none,tans_gradually,medium,free,0.8612144706437818,SYNTH_006189
female,blue,brown,very_light,medium,long,square,receding,high,medium,medium,narrow,medium,medium,normal,large,round,thin,slight,thin,medium,medium,curly,medium,rounded,extensive,never_burns,large,free,0.8487208047851461,SYNTH_006190
male,green,brown,very_light,medium,short,square,medium,medium,large,medium,narrow,high,medium,wide,medium,round,thick,high,very_full,narrow,medium,wavy,medium,widow_peak,none,never_burns,medium,free,0.8863290495608999,SYNTH_006191
female,blue,brown,very_light,wide,medium,square,receding,low,medium,medium,medium,high,medium,normal,small,hooded,thick,slight,full,wide,medium,curly,fine,rounded,extensive,never_burns,medium,attached,0.8786177563756757,SYNTH_006192
male,blue,brown,very_light,medium,medium,square,medium,medium,medium,narrow,medium,medium,medium,normal,large,almond,thick,slight,thin,wide,medium,wavy,medium,rounded,extensive,tans_gradually,large,free,0.8780518897676547,SYNTH_006193
male,blue,brown,light,wide,short,square,medium,high,medium,narrow,medium,medium,medium,wide,medium,hooded,thick,flat,full,wide,medium,straight,medium,straight,some,never_burns,large,attached,0.8722212029311747,SYNTH_006194
female,blue,black,very_light,wide,medium,oval,medium,medium,large,medium,narrow,medium,medium,normal,medium,round,thick,slight,full,wide,medium,wavy,fine,widow_peak,none,tans_gradually,large,attached,0.8416764569913837,SYNTH_006195
male,green,brown,light,wide,medium,oval,receding,low,large,medium,wide,medium,medium,wide,large,almond,thick,slight,thin,wide,medium,straight,medium,rounded,extensive,never_burns,medium,free,0.8896579446684217,SYNTH_006196
female,blue,brown,light,medium,long,narrow,medium,medium,large,medium,narrow,high,wide,wide,medium,round,thick,high,thin,wide,medium,wavy,medium,widow_peak,some,tans_gradually,medium,attached,0.8467865118980613,SYNTH_006197
female,blue,brown,very_light,medium,medium,square,prominent,medium,small,narrow,narrow,flat,narrow,wide,large,almond,thick,high,full,wide,medium,wavy,thick,rounded,some,tans_gradually,large,free,0.8496838877462569,SYNTH_006198
male,blue,brown,light,wide,medium,square,medium,medium,medium,medium,narrow,medium,medium,wide,medium,hooded,thick,high,very_full,medium,medium,wavy,medium,straight,extensive,tans_gradually,medium,attached,0.889849262861712,SYNTH_006199
male,blue,brown,very_light,medium,medium,oval,receding,medium,medium,medium,wide,high,medium,wide,small,almond,thick,slight,full,wide,medium,straight,thick,rounded,extensive,tans_gradually,small,free,0.8614876946874974,SYNTH_006200
male,blue,brown,very_light,wide,medium,square,medium,medium,medium,narrow,medium,flat,medium,normal,large,almond,thick,slight,very_full,wide,shallow,wavy,thick,rounded,some,tans_gradually,large,free,0.8324117580927639,SYNTH_006201
male,brown,black,very_light,wide,medium,oval,prominent,medium,small,wide,medium,medium,medium,wide,small,round,thick,high,thin,wide,deep,curly,fine,widow_peak,none,never_burns,medium,free,0.8234615207436606,SYNTH_006202
male,green,brown,very_light,medium,medium,oval,medium,high,medium,narrow,medium,high,medium,wide,medium,hooded,thick,slight,very_full,medium,deep,straight,thick,widow_peak,extensive,never_burns,large,free,0.8317291648735011,SYNTH_006203
male,green,brown,light,medium,short,square,receding,medium,small,wide,medium,medium,medium,close,medium,round,medium,slight,full,wide,deep,curly,medium,widow_peak,none,tans_gradually,medium,free,0.8739579312178843,SYNTH_006204
male,green,brown,very_light,wide,long,narrow,prominent,high,medium,medium,narrow,high,medium,wide,large,almond,thick,high,full,wide,medium,curly,fine,widow_peak,extensive,tans_gradually,large,free,0.8300353323217863,SYNTH_006205
female,blue,black,light,medium,short,square,medium,high,medium,medium,wide,medium,medium,normal,medium,round,medium,flat,full,wide,medium,wavy,medium,widow_peak,some,tans_gradually,medium,attached,0.8395259717890066,SYNTH_006206
male,blue,blonde,light,wide,long,oval,medium,low,medium,narrow,medium,flat,narrow,normal,medium,hooded,thick,slight,very_full,wide,deep,straight,fine,rounded,extensive,burns_easily,medium,attached,0.8137093886570037,SYNTH_006207
female,blue,brown,light,medium,long,square,medium,high,medium,medium,medium,flat,narrow,wide,medium,round,thick,flat,full,wide,medium,curly,medium,rounded,none,burns_easily,medium,free,0.8798512223632402,SYNTH_006208
male,blue,brown,very_light,wide,medium,square,medium,low,medium,wide,wide,medium,medium,wide,medium,round,medium,slight,very_full,medium,medium,straight,thick,straight,extensive,tans_gradually,large,free,0.8349074853820325,SYNTH_006209
female,blue,brown,very_light,narrow,short,square,medium,low,medium,wide,narrow,flat,wide,close,small,almond,thick,slight,thin,wide,deep,curly,fine,straight,some,never_burns,medium,attached,0.8111874710605145,SYNTH_006210
female,blue,brown,very_light,wide,long,square,medium,medium,large,medium,narrow,medium,medium,wide,large,round,thick,flat,thin,wide,medium,straight,fine,widow_peak,some,burns_easily,medium,attached,0.8457551056528007,SYNTH_006211
female,blue,brown,light,wide,medium,square,medium,medium,medium,narrow,medium,high,wide,wide,medium,round,thick,slight,thin,wide,deep,wavy,medium,straight,some,burns_easily,medium,free,0.8515190768118169,SYNTH_006212
female,blue,brown,very_light,medium,short,oval,medium,medium,medium,narrow,medium,high,wide,wide,medium,round,thick,high,full,medium,shallow,straight,medium,rounded,none,tans_gradually,large,free,0.8729106438708313,SYNTH_006213
female,blue,brown,very_light,medium,medium,oval,medium,high,small,wide,wide,high,narrow,normal,medium,round,thick,high,very_full,wide,medium,curly,thick,straight,extensive,tans_gradually,large,free,0.8805590584279109,SYNTH_006214
male,blue,brown,very_light,medium,medium,oval,receding,medium,medium,medium,wide,high,narrow,normal,medium,round,thick,flat,full,wide,deep,straight,fine,rounded,extensive,burns_easily,small,attached,0.8175010692636725,SYNTH_006215
male,blue,brown,very_light,medium,short,square,medium,medium,medium,wide,medium,medium,medium,wide,large,almond,medium,flat,full,medium,shallow,curly,medium,rounded,extensive,never_burns,medium,attached,0.8509546290022071,SYNTH_006216
female,green,auburn,light,wide,medium,square,receding,medium,medium,medium,medium,medium,wide,wide,medium,almond,thick,slight,full,medium,medium,straight,medium,rounded,some,tans_gradually,large,attached,0.8940271323236935,SYNTH_006217
male,green,brown,light,medium,medium,square,medium,low,large,medium,medium,flat,medium,normal,large,almond,thick,slight,very_full,wide,medium,straight,fine,rounded,some,tans_gradually,small,free,0.8700095807885776,SYNTH_006218
female,blue,brown,very_light,medium,medium,square,prominent,medium,medium,medium,wide,high,wide,wide,medium,round,thin,slight,thin,medium,medium,curly,thick,widow_peak,some,tans_gradually,large,attached,0.844789724156173,SYNTH_006219
male,blue,brown,very_light,wide,medium,square,medium,medium,large,medium,narrow,flat,wide,wide,large,hooded,thick,slight,very_full,wide,medium,wavy,medium,rounded,some,tans_gradually,medium,attached,0.8320695944016541,SYNTH_006220
male,blue,brown,light,wide,medium,square,prominent,high,medium,narrow,medium,flat,medium,wide,small,almond,thin,slight,full,medium,medium,wavy,fine,straight,some,tans_gradually,small,free,0.9096606661071103,SYNTH_006221
male,blue,brown,light,wide,medium,square,receding,high,large,wide,narrow,medium,narrow,close,small,round,thick,flat,very_full,wide,deep,straight,medium,straight,extensive,tans_gradually,medium,free,0.8763803612195084,SYNTH_006222
female,blue,brown,very_light,wide,long,narrow,medium,low,small,wide,medium,flat,medium,wide,medium,hooded,thick,flat,full,medium,medium,straight,fine,widow_peak,none,never_burns,large,free,0.8151185516894872,SYNTH_006223
male,green,black,very_light,medium,medium,square,prominent,high,small,wide,medium,medium,wide,wide,medium,round,thick,flat,very_full,wide,deep,curly,medium,rounded,some,tans_gradually,large,attached,0.8446334716271854,SYNTH_006224
male,green,brown,very_light,narrow,long,square,prominent,low,small,narrow,narrow,high,medium,wide,medium,almond,thick,slight,very_full,wide,medium,straight,medium,widow_peak,some,never_burns,medium,attached,0.8266432651123887,SYNTH_006225
female,blue,black,very_light,wide,long,oval,medium,medium,medium,medium,wide,medium,wide,wide,large,almond,thin,flat,full,wide,medium,straight,medium,widow_peak,some,never_burns,medium,free,0.8404967678417697,SYNTH_006226
female,blue,brown,light,wide,long,oval,prominent,high,medium,narrow,medium,flat,narrow,normal,medium,round,thick,slight,very_full,wide,medium,wavy,medium,rounded,some,never_burns,medium,attached,0.8291141634294599,SYNTH_006227
male,blue,brown,very_light,wide,medium,oval,medium,high,large,medium,narrow,medium,medium,normal,small,almond,thick,flat,thin,wide,medium,wavy,fine,rounded,none,tans_gradually,large,free,0.8833458890835942,SYNTH_006228
male,blue,black,light,wide,long,square,prominent,high,medium,wide,wide,flat,wide,wide,medium,round,thick,slight,full,wide,deep,curly,thick,widow_peak,extensive,never_burns,medium,free,0.8196263834498767,SYNTH_006229
male,green,brown,very_light,medium,medium,oval,prominent,medium,large,wide,medium,medium,medium,wide,medium,hooded,thick,high,very_full,wide,shallow,curly,medium,widow_peak,extensive,tans_gradually,large,attached,0.8587830407810687,SYNTH_006230
male,blue,black,light,wide,long,square,prominent,medium,small,narrow,medium,high,wide,normal,medium,round,thick,high,very_full,wide,medium,wavy,medium,rounded,extensive,never_burns,small,free,0.8764093665486491,SYNTH_006231
female,blue,brown,very_light,medium,long,square,receding,high,medium,medium,wide,high,narrow,wide,medium,round,medium,slight,thin,medium,deep,curly,thick,rounded,none,tans_gradually,large,free,0.8524247100667661,SYNTH_006232
female,blue,brown,dark,medium,medium,square,medium,medium,large,medium,narrow,medium,medium,wide,medium,round,medium,high,full,wide,shallow,straight,medium,rounded,extensive,tans_gradually,large,attached,0.8380435189938457,SYNTH_006233
male,green,brown,very_light,wide,short,square,medium,medium,large,narrow,wide,medium,medium,wide,large,hooded,medium,slight,very_full,medium,medium,curly,thick,rounded,some,tans_gradually,medium,free,0.8438469620276596,SYNTH_006234
male,blue,black,very_light,medium,short,square,prominent,high,medium,medium,wide,high,narrow,wide,medium,round,thick,flat,very_full,wide,medium,wavy,medium,rounded,extensive,tans_gradually,large,attached,0.8608980833866821,SYNTH_006235
male,blue,brown,very_light,medium,medium,square,medium,medium,medium,wide,medium,medium,medium,wide,medium,hooded,thick,flat,very_full,wide,shallow,straight,fine,rounded,none,never_burns,large,free,0.8272527874771188,SYNTH_006236
male,blue,brown,very_light,wide,medium,narrow,prominent,medium,medium,wide,medium,high,medium,normal,large,round,medium,high,very_full,wide,medium,wavy,fine,rounded,extensive,tans_gradually,large,attached,0.8247976573873282,SYNTH_006237
male,brown,brown,very_light,medium,long,square,medium,medium,medium,wide,medium,flat,wide,wide,small,almond,thick,slight,very_full,wide,medium,wavy,fine,rounded,some,tans_gradually,medium,attached,0.8357486296657995,SYNTH_006238
male,green,brown,very_light,medium,long,oval,medium,medium,medium,wide,medium,flat,medium,wide,large,almond,thick,high,full,wide,medium,wavy,medium,rounded,some,never_burns,large,free,0.8729701253182087,SYNTH_006239
male,green,brown,very_light,wide,medium,oval,medium,medium,large,medium,narrow,high,wide,wide,small,round,thick,high,full,wide,deep,curly,thick,straight,extensive,never_burns,large,free,0.8557532932301822,SYNTH_006240
male,blue,black,very_light,medium,long,oval,prominent,medium,large,narrow,wide,medium,narrow,wide,small,almond,thick,slight,full,wide,medium,wavy,medium,widow_peak,some,tans_gradually,small,attached,0.867972045347862,SYNTH_006241
male,blue,brown,very_light,wide,medium,square,prominent,medium,small,medium,medium,flat,medium,wide,medium,almond,medium,flat,very_full,medium,deep,wavy,thick,rounded,extensive,never_burns,large,attached,0.8505481678845418,SYNTH_006242
female,green,brown,light,medium,medium,oval,medium,medium,large,medium,medium,medium,medium,wide,large,round,thick,slight,very_full,medium,deep,wavy,medium,straight,some,tans_gradually,large,attached,0.8686960600925842,SYNTH_006243
female,green,brown,very_light,medium,long,square,medium,low,large,medium,medium,medium,medium,wide,medium,round,thick,flat,very_full,medium,medium,wavy,medium,rounded,some,tans_gradually,medium,free,0.861819101779659,SYNTH_006244
female,green,brown,very_light,wide,medium,square,medium,medium,large,medium,wide,flat,wide,normal,small,round,medium,slight,full,medium,deep,straight,thick,widow_peak,some,tans_gradually,large,free,0.8217945899506358,SYNTH_006245
female,blue,blonde,light,wide,medium,square,medium,medium,large,narrow,medium,medium,medium,wide,small,round,thick,high,full,wide,deep,wavy,thick,straight,some,tans_gradually,large,free,0.8589878361910902,SYNTH_006246
female,blue,brown,very_light,wide,medium,square,prominent,medium,large,wide,narrow,medium,medium,wide,medium,round,thick,slight,full,medium,medium,wavy,thick,straight,extensive,burns_easily,small,free,0.8641360016375425,SYNTH_006247
male,blue,brown,very_light,narrow,short,oval,prominent,low,large,wide,wide,high,medium,normal,large,round,medium,slight,very_full,wide,medium,curly,medium,straight,some,tans_gradually,medium,free,0.8441061971568565,SYNTH_006248
female,blue,brown,very_light,medium,long,square,medium,low,medium,wide,medium,flat,wide,wide,medium,almond,thick,high,very_full,wide,deep,straight,medium,straight,some,tans_gradually,medium,free,0.7873965339206311,SYNTH_006249
male,blue,blonde,very_light,wide,medium,oval,receding,high,small,wide,medium,high,medium,normal,large,almond,medium,slight,full,wide,medium,wavy,medium,straight,none,never_burns,large,attached,0.8469956683687734,SYNTH_006250
male,brown,blonde,light,wide,long,oval,medium,high,large,wide,wide,medium,wide,normal,small,almond,thick,slight,thin,wide,medium,curly,thick,rounded,extensive,tans_gradually,large,free,0.8656891549224842,SYNTH_006251
male,blue,brown,very_light,narrow,short,square,medium,high,medium,narrow,medium,high,narrow,normal,medium,round,medium,high,thin,medium,medium,curly,thick,widow_peak,some,tans_gradually,medium,attached,0.8219019746568126,SYNTH_006252
male,green,brown,very_light,narrow,short,square,medium,medium,medium,narrow,narrow,flat,narrow,normal,small,almond,thick,flat,full,wide,shallow,curly,thick,straight,extensive,never_burns,medium,attached,0.840669352970598,SYNTH_006253
male,green,brown,very_light,medium,long,oval,medium,low,large,medium,medium,high,wide,wide,large,hooded,thick,high,full,wide,deep,wavy,medium,widow_peak,some,tans_gradually,large,free,0.8352682357427829,SYNTH_006254
male,blue,brown,light,medium,short,square,prominent,medium,medium,wide,wide,flat,medium,normal,small,round,thick,high,full,wide,deep,wavy,thick,straight,some,tans_gradually,large,attached,0.8271662879760994,SYNTH_006255
female,blue,brown,very_light,wide,medium,narrow,receding,low,small,narrow,wide,high,medium,wide,large,almond,medium,flat,full,wide,medium,straight,medium,widow_peak,none,never_burns,large,attached,0.8245092219639244,SYNTH_006256
male,blue,brown,very_light,wide,long,square,medium,low,medium,narrow,wide,medium,medium,wide,medium,round,thick,slight,very_full,medium,medium,wavy,medium,rounded,some,never_burns,medium,free,0.8758417657776711,SYNTH_006257
female,blue,brown,light,wide,short,square,prominent,medium,medium,wide,wide,medium,wide,normal,medium,round,medium,slight,very_full,medium,shallow,straight,medium,widow_peak,none,burns_easily,medium,attached,0.8229799980755239,SYNTH_006258
female,green,brown,very_light,medium,short,oval,prominent,medium,large,wide,medium,high,medium,normal,large,round,thick,slight,full,wide,deep,wavy,fine,widow_peak,some,never_burns,medium,free,0.8670140759441882,SYNTH_006259
male,blue,blonde,very_light,medium,medium,square,receding,medium,large,medium,medium,medium,medium,normal,small,almond,thick,high,full,medium,medium,straight,thick,rounded,some,tans_gradually,large,attached,0.8735856334525137,SYNTH_006260
male,blue,blonde,very_light,wide,long,square,receding,medium,large,wide,wide,medium,narrow,close,medium,round,thick,slight,very_full,wide,deep,curly,medium,rounded,extensive,never_burns,medium,free,0.8642698256589542,SYNTH_006261
female,blue,brown,very_light,wide,medium,oval,receding,medium,large,wide,medium,high,medium,normal,medium,hooded,thick,slight,very_full,wide,deep,straight,thick,rounded,extensive,never_burns,large,attached,0.8462869293080066,SYNTH_006262
female,blue,brown,very_light,medium,medium,oval,medium,medium,medium,medium,wide,medium,narrow,close,medium,round,medium,high,thin,medium,deep,curly,thick,rounded,some,tans_gradually,large,attached,0.8481580911384929,SYNTH_006263
male,blue,red,very_light,narrow,long,narrow,medium,low,small,wide,medium,medium,medium,wide,large,round,thick,slight,thin,wide,shallow,curly,medium,widow_peak,some,burns_easily,large,attached,0.8559392803260671,SYNTH_006264
female,green,brown,very_light,wide,long,square,prominent,medium,large,narrow,wide,flat,medium,normal,medium,almond,thick,flat,thin,wide,deep,straight,medium,rounded,extensive,tans_gradually,medium,free,0.8174676132583195,SYNTH_006265
male,blue,brown,very_light,medium,long,square,receding,low,medium,wide,medium,flat,wide,wide,medium,almond,thick,high,very_full,wide,shallow,curly,medium,rounded,extensive,never_burns,medium,attached,0.8660438743638547,SYNTH_006266
female,blue,brown,very_light,wide,long,square,prominent,medium,medium,medium,wide,flat,medium,wide,medium,round,thick,high,full,medium,medium,curly,medium,widow_peak,none,never_burns,medium,free,0.8408703824764469,SYNTH_006267
male,green,brown,very_light,wide,medium,oval,receding,medium,medium,wide,medium,medium,medium,close,medium,almond,thick,slight,full,wide,medium,wavy,thick,rounded,some,never_burns,large,attached,0.8162895118768408,SYNTH_006268
male,blue,blonde,very_light,wide,medium,square,prominent,medium,medium,medium,narrow,medium,medium,normal,medium,almond,thick,slight,full,medium,medium,wavy,thick,widow_peak,some,burns_easily,medium,free,0.8303689141295453,SYNTH_006269
female,green,brown,very_light,wide,long,square,medium,low,large,medium,medium,medium,medium,normal,medium,almond,thick,slight,full,wide,shallow,curly,medium,rounded,some,burns_easily,medium,free,0.8616488117659078,SYNTH_006270
male,blue,black,light,medium,medium,square,prominent,medium,small,narrow,medium,medium,medium,wide,medium,almond,thick,high,full,wide,deep,wavy,medium,rounded,some,tans_gradually,large,free,0.869675020735048,SYNTH_006271
female,green,brown,very_light,medium,short,square,medium,low,medium,medium,wide,flat,medium,wide,small,round,medium,high,full,medium,medium,wavy,thick,rounded,some,tans_gradually,medium,attached,0.8476393540857982,SYNTH_006272
female,blue,brown,light,wide,medium,oval,receding,low,large,wide,medium,medium,narrow,normal,medium,hooded,medium,slight,very_full,wide,medium,straight,thick,rounded,some,tans_gradually,large,attached,0.7990445063106224,SYNTH_006273
male,green,blonde,very_light,wide,short,oval,medium,medium,large,narrow,narrow,medium,wide,normal,medium,round,medium,slight,very_full,wide,shallow,wavy,fine,rounded,extensive,tans_gradually,medium,free,0.8481534933833713,SYNTH_006274
male,brown,black,very_light,medium,medium,oval,medium,high,large,medium,wide,high,medium,normal,large,almond,thick,slight,full,wide,medium,curly,medium,rounded,extensive,never_burns,medium,attached,0.8631220498963629,SYNTH_006275
male,green,brown,very_light,narrow,medium,square,prominent,medium,medium,medium,medium,high,narrow,normal,small,almond,thick,slight,full,medium,medium,straight,thick,widow_peak,some,never_burns,medium,attached,0.8712630111989166,SYNTH_006276
